Name,Description,Type,Business Topic,Geography,Certifications,Additional Experience,Diversity,Engagement Model,Industries,Languages,URL
Elder Research Inc,"Elder Research is a recognized industry leader in the science, practice, and technology of advanced analytics with vast experience in data transformation and model construction. Founded in 1995 by Dr. John Elder, Elder Research has helped government agencies and Fortune Global 500® companies solve real-world problems in diverse industry segments. Our areas of expertise include data science, text mining, data visualization, scientific software engineering, and technical teaching. Experience with diverse projects and algorithms, advanced validation techniques, and innovative model combination methods (ensembles) enables Elder Research to maximize project success for a continued return on analytics investment. 
www.elderresearch.com
Twitter @ElderResearch",Consulting,,United States,,,,Sell With,"Aerospace, Education, Financial Services, Public Sector/Government, Health Care and Life Sciences, Human Resources, Insurance, Pharmaceutical, Retail, Telecommunications, Energy and Utilities","English, French, German",https://www.sas.com/en_us/partners/find-a-partner/all-partners/1649.html
Element Technologies (India),,Reseller,,India,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8998.html
Element Technologies (US),"With the help of SAS software, Element implements leading business solutions combining industry leading Data Visualization, Mobility and Analytics capabilities.",Reseller,,"Canada, United States",,,"Minority HUBZone Small Business, Minority Small Business, Woman Owned, Woman-Owned Small Business",Reseller,"Financial Services, Health Care and Life Sciences, Insurance, Media and Entertainment, Pharmaceutical, Retail, Energy and Utilities",,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5667.html
ELIS Consortium,,Consulting,,Italy,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10346.html
Elite Technology Solutions,"Elite Technology Solutions provides a wide range of professional consulting and SAS training services with a high degree of specialty in implementing Business Intelligence, Data Integration and Analytical Solutions utilizing SAS Software.",Reseller,,United States,,,,Reseller,"Education, Financial Services, Public Sector/Government, Health Care and Life Sciences, Human Resources, Insurance, Manufacturing, Media and Entertainment, Retail, Telecommunications, Energy and Utilities","English, Spanish",https://www.sas.com/en_us/partners/find-a-partner/all-partners/1069.html
ELM Computer Technologies Limited,,Consulting,,Hong Kong,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9261.html
ELMEC INFORMATICA SPA,"Elmec Informatica is a Managed Service Provider of IT services and solutions and implements innovative projects that improve business processes. With 700 employees and a group turnover of 220 million euros, it is the largest Italian private company in the IT sector.",Reseller,,Italy,,Analytic Modernization,,Reseller,"Manufacturing, Telecommunications, Education, Energy and Utilities, Agriculture, Financial Services, Hospitality, Human Resources, Media and Entertainment, Pharmaceutical, Retail, Public Sector/Government, Insurance, Aerospace, Health Care and Life Sciences","French, Spanish, English, Dutch, Italian",https://www.sas.com/en_us/partners/find-a-partner/all-partners/10280.html
Elos Cross Marketing,,Consulting,,Brazil,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8517.html
EMC Corporation (Australia),,Technology,,Australia,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5655.html
EMC Corporation (US),,,,,,,,,,,http://www.sas.com/en_us/partners/find-a-partner/alliance-partners/dellemc.html
EMC Corporation (Venezuela),,Technology,,Venezuela,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8801.html
Emerio (Malaysia),,Consulting,,Malaysia,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6232.html
Emerio (Singapore),,Reseller,,Singapore,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5398.html
EMIRCOM LLC,,Reseller,,"United Arab Emirates, Saudi Arabia",,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/14184.html
Empolis Information Management GmbH,,Consulting,,"Austria, Germany",,,,Sell With,,"English, German",https://www.sas.com/en_us/partners/find-a-partner/all-partners/14181.html
Energective LLC,"Energective is expert in creating digital oil businesses and applying advanced Analytics and AI to create strategic value through such KPIs as incremental reserves, reduced risk and optimized production. We cross-fertilize our creativity with academia and sophisticated industry sectors, including Aviation, Marine, Medical and Defense.",Ecosystem,,,,,,IoT Partner,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11098.html
ENGAGE SPA,,Reseller,,Italy,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10427.html
ENGENIE GROUP SRL,,Consulting,,Italy,,,,Sell With,,"English, Italian",https://www.sas.com/en_us/partners/find-a-partner/all-partners/13582.html
ENGINEERING - INGEGNERIA INFORMATICA S.p.A.,,Consulting,,Italy,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/2589.html
Engineerix Mexico S De R.L. De C.V,,Reseller,,,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/14048.html
Entellimetrix LLC,"Entellimetrix is a leading provider of Enterprise Data Management, Business Intelligence and Big Data Analytics consulting services. We enable companies to manage and treat their data as an asset to drive strategy, create enterprise value, be competitive and profitable.",Reseller,Data Management,"Georgia, United States",SAS Certified Platform Administrator for SAS 9,,Woman Owned,Reseller,"Financial Services, Health Care and Life Sciences, Media and Entertainment, Energy and Utilities",,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7709.html
"Enterprise Integration, Inc. (Eii) (Singapore)",,Consulting,,Singapore,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8755.html
"Enterprise Integration, Inc. (Eii) (US)",,Consulting,,,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9356.html
Enterprise Services Japan Ltd,,Technology,,Japan,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8903.html
Environics,,Partner Opportunity,,Canada,,,,MASP,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5551.html
Enzyme Advising Group S.L.,"
Secondary Address:
Plaza de la Independencia 2, Madrid, ES, 28001, Spain                                                                                                                                     

Cell Phone: +34 654 314  362",Reseller,,Spain,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7524.html
EOM -Business Intelligence met visie en SAS,"EOM Data Solutions BV is a company with a strategic vision in Data Management, Analytics and Visualization with SAS software. With our expert knowledge and years of experience with data warehousing, business intelligence and SAS software in various lines of business, we support our clients in realizing a solid and future proof data warehouse that provides reliable and accountable information. EOM focus on solving real-time business challenges with SAS Solutions. ",Consulting,"Analytics, Data Management, Visualization",Netherlands,"SAS Certified Advanced Programmer for SAS 9, SAS Certified Platform Administrator for SAS 9, SAS Certified Base Programmer for SAS 9, SAS Certified Visual Business Analyst Exploration and Design Using SAS Visual Analytics, SAS 9.4 Business Analytics Platform Deployment Practical Certification",Analytic Modernization,,Sell With,"Energy and Utilities, Financial Services, Agriculture, Public Sector/Government, Manufacturing, Health Care and Life Sciences, Retail","English, Dutch",https://www.sas.com/en_us/partners/find-a-partner/all-partners/3925.html
Epoch Research (India),,Reseller,,India,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6134.html
EPS Co Ltd,,Consulting,,Japan,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6718.html
"Epsilon Data Management, Inc",,Consulting,,"Canada, United States",,,,Sell With,"Financial Services, Health Care and Life Sciences, Insurance, Pharmaceutical, Retail, Telecommunications",,https://www.sas.com/en_us/partners/find-a-partner/all-partners/3800.html
Equal Experts UK Ltd,,,,,,,,,,,http://equalexperts.com
Ergenomics (aka WARE USA),"Ergenomics was founded in 2008 to deliver enterprise level projects and to provide talent solutions. With Wall Street?s emphasis that organizations institutionalize custom analytical technologies, Ergenomics constructed a versatile, boutique-style resource network of highly skilled professionals and affiliate partners. We believe analytics isn?t something you can buy; it requires planning, coordination and a vision. The following core areas of intelligent business must be integrated to create the smarter enterprise! 
",Reseller,,United States,,,,Reseller,"Financial Services, Public Sector/Government, Health Care and Life Sciences, Manufacturing, Media and Entertainment, Retail, Telecommunications",English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/4542.html
Ergo Renova (Argentina),,Reseller,,Argentina,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8614.html
Ergo Renova (Chile),,Reseller,,Chile,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13624.html
"Erigo Consulting, Inc.",Erigo Consulting helps customers design and develop a solid data foundation in order to leverage the power of analytics. We have many years of successfully implementing the SAS Risk solutions. Vast experience providing training on SAS tools and Risk solutions.,Consulting,"Analytics, Data Management, Visualization",,,"Analytic Modernization, Risk Management",,Sell With,"Financial Services, Insurance","English, Spanish",https://www.sas.com/en_us/partners/find-a-partner/all-partners/8748.html
Erik Larsen Consulting - Independent Consultant,We provide both onsite and offsite SAS development and analysis of data along with consulting on migration and administration of SAS installations.,Consulting,"Analytics, Data Management, Visualization","Canada, United States",SAS Certified Base Programmer for SAS 9,"Customer Intelligence, Fraud (Security Intelligence)",Minority-Owned,Sell With,"Financial Services, Health Care and Life Sciences, Pharmaceutical, Insurance, Media and Entertainment, Public Sector/Government, Hospitality","English, French",https://www.sas.com/en_us/partners/find-a-partner/all-partners/254.html
ERMESX SRL,,Consulting,,Italy,,,,Sell With,,"English, Italian",https://www.sas.com/en_us/partners/find-a-partner/all-partners/13389.html
Ernst & Young (Australia),,,,,,,,,,,https://www.sas.com/en_us/partners/find-a-partner/alliance-partners/featured-partner-ey.html
